"Transaction Type","Date","Account Type","Description","Amount","Reference No.","Credits","Debits"
"DIRECT DEBIT",2/7/18,Checking,"SQ *NATURE'S NECTABEDFORD      NH            6801",-10.29," ",,$10.29
"POS DEBIT",2/6/18,Checking,"Z1 XPRESS - GOFFSTGOFFSTOWN    NH            6801",-20.80," ",,$20.80
"POS DEBIT",2/6/18,Checking,"OLD NAVY US 3795  MANCHESTER   NH            6801",-86.95," ",,$86.95
"POS DEBIT",2/6/18,Checking,"GOOGLE *YouTube Re855-836-3987 CA            6819",-14.99," ",,$14.99
"DIRECT DEBIT",2/6/18,Checking,"DUNKIN #337152 Q35GOFFSTOWN    NH            6801",-10.92," ",,$10.92
"DIRECT DEBIT",2/6/18,Checking,"DAILY WIRE        817-8503600  TX            6819",-7.99," ",,$7.99
"DIRECT DEBIT",2/6/18,Checking,"SUPERSUDS GOFFSTOWGOFFSTOWN    NH            6819",-11.00," ",,$11.00
DEBIT,2/5/18,Checking,"THE GRANITE YMCA ELEC DRAFT",-76.00," ",,$76.00
"POS DEBIT",2/5/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-8.95," ",,$8.95
"POS DEBIT",2/5/18,Checking,"HANNAFORD #831    MANCHESTER   NH            6819",-52.00," ",,$52.00
"DIRECT DEBIT",2/5/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-51.97," ",,$51.97
"DIRECT DEBIT",2/5/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-14.87," ",,$14.87
"POS DEBIT",2/5/18,Checking,"HANNAFORD #831    MANCHESTER   NH            6801",-113.88," ",,$113.88
"DIRECT DEBIT",2/5/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6819",-124.99," ",,$124.99
"ATM DEBIT",2/2/18,Checking,"11 CHURCH STREET  GOFFSTOWN    NH            6801",-100.00," ",,$100.00
"DIRECT DEBIT",2/2/18,Checking,"DUNKIN #337152 Q35GOFFSTOWN    NH            6801",-7.27," ",,$7.27
"DIRECT DEPOSIT",2/2/18,Checking,"CITIZENS BANK, N DIR DEP",305.02," ",$305.02,
"POS DEBIT",2/1/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-17.38," ",,$17.38
"POS DEBIT",2/1/18,Checking,"MAST ROAD GRAI    MANCHESTER   NH            6819",-19.80," ",,$19.80
"POS DEBIT",2/1/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-8.80," ",,$8.80
"POS DEBIT",2/1/18,Checking,"IPSY   *GLAM BAG  HELP.IPSY.COMCA            6801",-10.00," ",,$10.00
"POS DEBIT",2/1/18,Checking,"HANNAFORD #831    MANCHESTER   NH            6801",-4.47," ",,$4.47
"DIRECT DEBIT",2/1/18,Checking,"CHIPOTLE 1473     MANCHESTER   NH            6801",-17.77," ",,$17.77
"DIRECT DEBIT",2/1/18,Checking,"DUNKIN #302949 Q35MANCHESTER   NH            6801",-4.76," ",,$4.76
"DIRECT DEBIT",2/1/18,Checking,"CHIPOTLE 1473     MANCHESTER   NH            6819",-7.80," ",,$7.80
"DIRECT DEPOSIT",2/1/18,Checking,"30636 SILVERTECH DIR DEP",2191.63," ","$2,191.63",
DEBIT,1/31/18,Checking,"VERIZON WIRELESS PAYMENTS",-138.62," ",,$138.62
"POS DEBIT",1/31/18,Checking,"PETSMART # 186    MANCHESTER   NH            6801",-41.99," ",,$41.99
"POS DEBIT",1/31/18,Checking,"Z1 XPRESS - GOFFSTGOFFSTOWN    NH            6819",-21.20," ",,$21.20
"POS DEBIT",1/31/18,Checking,"Wal-Mart Super    MANCHESTER   NH            6801",-137.19," ",,$137.19
"POS DEBIT",1/31/18,Checking,"PARTY CITY #6042 9Manchester   NH            6801",-15.98," ",,$15.98
"DIRECT DEBIT",1/31/18,Checking,"Amazon.com        AMZN.COM/BILLWA            6819",-124.99," ",,$124.99
"DIRECT DEBIT",1/31/18,Checking,"DUNKIN #330379 Q35BEDFORD      NH            6801",-2.71," ",,$2.71
"DIRECT DEBIT",1/31/18,Checking,"THE BRIDGE CAFE   MANCHESTER   NH            6819",-14.17," ",,$14.17
"DIRECT DEBIT",1/31/18,Checking,"DUNKIN #351257 Q35MANCHESTER   NH            6801",-6.52," ",,$6.52
"DIRECT DEBIT",1/31/18,Checking,"CITY OF MANCHESTERMANCHESTER   NH            6801",-1.50," ",,$1.50
DEBIT,1/30/18,Checking,"PROG NORTHERN    INS PREM",-89.76," ",,$89.76
"DIRECT DEBIT",1/30/18,Checking,"DUNKIN #337152 Q35GOFFSTOWN    NH            6801",-7.44," ",,$7.44
"DIRECT DEBIT",1/30/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-10.89," ",,$10.89
"DIRECT DEBIT",1/30/18,Checking,"LILAC BLOSSOM RESTNASHUA       NH            6819",-67.64," ",,$67.64
DEBIT,1/29/18,Checking,"FEDLOANSERVICING STDNT LOAN",-62.78," ",,$62.78
"POS DEBIT",1/29/18,Checking,"HANNAFORD #831    MANCHESTER   NH            6819",-19.63," ",,$19.63
"POS DEBIT",1/29/18,Checking,"SHELL Service StatGOFFSTOWN    NH            6801",-34.88," ",,$34.88
"POS DEBIT",1/29/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-18.86," ",,$18.86
"DIRECT DEBIT",1/29/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-14.87," ",,$14.87
"POS DEBIT",1/29/18,Checking,"Wal-Mart Super    AMHERST      NH            6819",-12.29," ",,$12.29
"DIRECT DEBIT",1/29/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-14.87," ",,$14.87
"POS DEBIT",1/29/18,Checking,"CUMBERLAND FAR    GOFFSTOWN    NH            6819",-34.13," ",,$34.13
"POS DEBIT",1/29/18,Checking,"CUMBERLAND FAR    GOFFSTOWN    NH            6819",-7.08," ",,$7.08
"DIRECT DEBIT",1/29/18,Checking,"GOFFSTOWN ACE HARDGOFFSTOWN    NH            6819",-19.99," ",,$19.99
"DIRECT DEBIT",1/29/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-7.18," ",,$7.18
"DIRECT DEBIT",1/29/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-51.48," ",,$51.48
"DIRECT DEBIT",1/29/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-11.99," ",,$11.99
"DIRECT DEBIT",1/29/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-26.83," ",,$26.83
"DIRECT DEBIT",1/29/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-15.10," ",,$15.10
"DIRECT DEBIT",1/29/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-20.29," ",,$20.29
"DIRECT DEBIT",1/29/18,Checking,"MAST ROAD GRAIN & MANCHESTER   NH            6819",-59.00," ",,$59.00
"DIRECT DEBIT",1/29/18,Checking,"Amazon.com        AMZN.COM/BILLWA            6819",-23.79," ",,$23.79
"POS DEBIT",1/26/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-11.08," ",,$11.08
"DIRECT DEBIT",1/26/18,Checking,"THE BRIDGE CAFE   MANCHESTER   NH            6819",-15.26," ",,$15.26
"DIRECT DEPOSIT",1/26/18,Checking,"CITIZENS BANK, N DIR DEP",299.87," ",$299.87,
"POS DEBIT",1/25/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-23.28," ",,$23.28
"DIRECT DEBIT",1/25/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6819",-109.99," ",,$109.99
DEBIT,1/24/18,Checking,"WF HOME MTG      AUTO PAY",-1456.84," ",,"$1,456.84"
"POS DEBIT",1/24/18,Checking,"MARKET BASKET  67 MANCHESTER   NH            6819",-38.58," ",,$38.58
"DIRECT DEBIT",1/24/18,Checking,"WWW.NEWEGG.COM    800-390-1119 CA            6819",-354.73," ",,$354.73
"POS DEBIT",1/23/18,Checking,"USPS PO 32324000 1GOFFSTOWN    NH            6801",-0.50," ",,$0.50
"DIRECT DEBIT",1/23/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6819",-99.99," ",,$99.99
"DIRECT DEBIT",1/23/18,Checking,"AMAZON.COM AMZN.COAMZN.COM/BILLWA            6819",-11.18," ",,$11.18
"DIRECT DEBIT",1/23/18,Checking,"FLOWERSHOPNETWORK.870-2155444  AR            6801",-100.62," ",,$100.62
FEE,1/22/18,Checking,"EXCHANGE FEE",-0.34," ",,$0.34
CHECK,1/22/18,Checking,,-8.50,114,,$8.50
"DIRECT DEBIT",1/22/18,Checking,"Audible US        888-283-5051 NJ            6819",-11.17," ",,$11.17
"POS DEBIT",1/22/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-53.71," ",,$53.71
"POS DEBIT",1/22/18,Checking,"WM SUPERCENTER    AMHERST      NH            6801",-178.61," ",,$178.61
"DIRECT DEBIT",1/22/18,Checking,"SMARTSTYLE        AMHERST      NH            6801",-40.93," ",,$40.93
"DIRECT DEBIT",1/22/18,Checking,"SUBWAY        0037AMHERST      NH            6801",-10.75," ",,$10.75
"DIRECT DEBIT",1/22/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6819",-7.99," ",,$7.99
"DIRECT DEBIT",1/22/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6819",-21.08," ",,$21.08
"DIRECT DEBIT",1/22/18,Checking,"SYMLESS           442035983068               6819",-12.00," ",,$12.00
"DIRECT DEBIT",1/22/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6819",-41.99," ",,$41.99
"DIRECT DEBIT",1/19/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6819",-13.50," ",,$13.50
"POS DEBIT",1/19/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-11.97," ",,$11.97
"DIRECT DEBIT",1/19/18,Checking,"Amazon.com        AMZN.COM/BILLWA            6801",-18.48," ",,$18.48
"DIRECT DEPOSIT",1/19/18,Checking,"CITIZENS BANK, N DIR DEP",297.50," ",$297.50,
DEPOSIT,1/19/18,Checking,,300.00," ",$300.00,
FEE,1/18/18,Checking,"EXCHANGE FEE",-0.41," ",,$0.41
"POS DEBIT",1/18/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6819",-49.75," ",,$49.75
"POS DEBIT",1/18/18,Checking,"7-ELEVEN          MANCHESTER   NH            6819",-11.99," ",,$11.99
"POS DEBIT",1/18/18,Checking,"NETFLIX COM       LOS GATOS    CA            6819",-10.99," ",,$10.99
"POS DEBIT",1/18/18,Checking,"AmazonPrime Memberamzn.com/prmeWA            6801",-99.00," ",,$99.00
"DIRECT DEBIT",1/18/18,Checking,"1-800-FLOWERS.COM,800-468-1141 NY            6801",-77.98," ",,$77.98
"DIRECT DEBIT",1/18/18,Checking,"CCP GAMES ORDERID:9                          6819",-14.95," ",,$14.95
"DIRECT DEPOSIT",1/18/18,Checking,"30636 SILVERTECH DIR DEP",2159.71," ","$2,159.71",
OTHER,1/17/18,Checking,,0.07," ",$0.07,
"POS DEBIT",1/17/18,Checking,"PETSMART # 186    MANCHESTER   NH            6819",-45.99," ",,$45.99
"DIRECT DEBIT",1/17/18,Checking,"Steamgames.com4259425-9522985  WA            6819",-19.99," ",,$19.99
"POS DEBIT",1/16/18,Checking,"HLU*Hulu 61201170-HULU.COM/BILLCA            6801",-7.99," ",,$7.99
"POS DEBIT",1/16/18,Checking,"STEAMGAMES.COM    425-889-9642 WA            6819",-14.99," ",,$14.99
"DIRECT DEBIT",1/16/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-13.92," ",,$13.92
"DIRECT DEBIT",1/16/18,Checking,"BOB NADEAUS SUBS  MANCHESTER   NH            6819",-24.25," ",,$24.25
"DIRECT DEBIT",1/16/18,Checking,"Audible           adbl.co/bill NJ            6819",-14.95," ",,$14.95
"DIRECT DEBIT",1/16/18,Checking,"BUFFALO WILD WINGSMANCHESTER   NH            6801",-32.28," ",,$32.28
"DIRECT DEBIT",1/16/18,Checking,"GOOGLE *Jam City  g.co/helppay#CA            6801",-4.99," ",,$4.99
"POS DEBIT",1/16/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-4.05," ",,$4.05
"POS DEBIT",1/16/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-11.93," ",,$11.93
"DIRECT DEBIT",1/16/18,Checking,"CITY OF MANCHESTERMANCHESTER   NH            6819",-0.75," ",,$0.75
DEBIT,1/12/18,Checking,"CAPITAL ONE      ONLINE PMT",-180.00," ",,$180.00
"POS DEBIT",1/12/18,Checking,"CUMBERLAND FAR    GOFFSTOWN    NH            6819",-32.65," ",,$32.65
"DIRECT DEBIT",1/12/18,Checking,"RED ARROW 24 HOUR MANCHESTER   NH            6819",-14.98," ",,$14.98
"POS DEBIT",1/12/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-8.07," ",,$8.07
"POS DEBIT",1/12/18,Checking,"SHELL Service StatGOFFSTOWN    NH            6801",-33.94," ",,$33.94
"POS DEBIT",1/12/18,Checking,"WAL-MART #2399    MANCHESTER   NH            6801",-119.37," ",,$119.37
"DIRECT DEBIT",1/12/18,Checking,"AMZN CLDDRV TIER 8888-802-3080 WA            6819",-11.99," ",,$11.99
CREDIT,1/12/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6819",257.54," ",$257.54,
"DIRECT DEPOSIT",1/12/18,Checking,"CITIZENS BANK, N DIR DEP",299.88," ",$299.88,
"POS DEBIT",1/11/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-64.54," ",,$64.54
"POS DEBIT",1/11/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-9.32," ",,$9.32
"DIRECT DEBIT",1/10/18,Checking,"GOOGLE *Jam City  g.co/helppay#CA            6801",-0.99," ",,$0.99
"POS DEBIT",1/9/18,Checking,"STEAMGAMES.COM    425-889-9642 WA            6819",-7.49," ",,$7.49
"DIRECT DEBIT",1/9/18,Checking,"AMAZON MKTPLACE PMWWW.AMAZON.COWA            6801",-24.95," ",,$24.95
"DIRECT DEBIT",1/9/18,Checking,"Steamgames.com4259425-9522985  WA            6819",-4.99," ",,$4.99
DEBIT,1/8/18,Checking,"COMCAST          CABLE",-84.95," ",,$84.95
"POS DEBIT",1/8/18,Checking,"GOOGLE *YouTube TV855-836-3987 CA            6819",-35.00," ",,$35.00
"DIRECT DEBIT",1/8/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-15.12," ",,$15.12
"POS DEBIT",1/8/18,Checking,"GOOGLE *YouTube Re855-836-3987 CA            6819",-14.99," ",,$14.99
"DIRECT DEBIT",1/8/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-13.69," ",,$13.69
"DIRECT DEBIT",1/8/18,Checking,"DAILY WIRE        817-8503600  TX            6819",-7.99," ",,$7.99
"POS DEBIT",1/5/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-35.50," ",,$35.50
"POS DEBIT",1/5/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-8.94," ",,$8.94
"DIRECT DEBIT",1/5/18,Checking,"Valve             425-8899642  WA            6819",-7.99," ",,$7.99
"DIRECT DEPOSIT",1/5/18,Checking,"CITIZENS BANK, N DIR DEP",299.86," ",$299.86,
"POS DEBIT",1/4/18,Checking,"Wal-Mart Super    HOOKSETT     NH            6819",-164.93," ",,$164.93
"DIRECT DEBIT",1/4/18,Checking,"ATLANTIC INNOVATIO888-660-8970 NH            6801",-103.85," ",,$103.85
"DIRECT DEBIT",1/4/18,Checking,"CITY OF MANCHESTERMANCHESTER   NH            6819",-0.75," ",,$0.75
"DIRECT DEPOSIT",1/4/18,Checking,"30636 SILVERTECH DIR DEP",2217.72," ","$2,217.72",
DEBIT,1/3/18,Checking,"THE GRANITE YMCA ELEC DRAFT",-76.00," ",,$76.00
"DIRECT DEBIT",1/3/18,Checking,"WENDYS            MANCHESTER   NH            6801",-31.24," ",,$31.24
DEBIT,1/2/18,Checking,"PROG NORTHERN    INS PREM",-89.76," ",,$89.76
DEBIT,1/2/18,Checking,"VERIZON WIRELESS PAYMENTS",-138.56," ",,$138.56
"DIRECT DEBIT",1/2/18,Checking,"DUNKIN #339732 Q35BEDFORD      NH            6801",-17.06," ",,$17.06
"POS DEBIT",1/2/18,Checking,"WAL-MART #2399    MANCHESTER   NH            6801",-89.61," ",,$89.61
"POS DEBIT",1/2/18,Checking,"IPSY   *GLAM BAG  HELP.IPSY.COMCA            6801",-10.00," ",,$10.00
"POS DEBIT",1/2/18,Checking,"NH LIQUOR STOR    MANCHESTER   NH            6819",-59.96," ",,$59.96
"POS DEBIT",1/2/18,Checking,"WM SUPERCENTER    HOOKSETT     NH            6819",-175.56," ",,$175.56
